rank,blog_code,category,impressions,clicks,ctr
2082,14860,unmatched:unpublished(404 likely),241,0,0.000000
2083,14863,unmatched:unpublished(404 likely),322,0,0.000000
2084,14875,unmatched:unpublished(404 likely),125,0,0.000000
2085,14876,unmatched:unpublished(404 likely),134,0,0.000000
2086,14882,unmatched:unpublished(404 likely),118,0,0.000000
2087,14884,unmatched:unpublished(404 likely),141,0,0.000000
2088,14887,unmatched:unpublished(404 likely),1310,0,0.000000
2089,14891,unmatched:unpublished(404 likely),496,0,0.000000
2090,14903,unmatched:unpublished(404 likely),720,0,0.000000
2091,14906,unmatched:unpublished(404 likely),67,0,0.000000
2092,14908,unmatched:unpublished(404 likely),958,0,0.000000
2093,14909,unmatched:unpublished(404 likely),93,0,0.000000
2094,14910,unmatched:unpublished(404 likely),444,0,0.000000
2095,14911,unmatched:unpublished(404 likely),89,0,0.000000
2096,14912,unmatched:unpublished(404 likely),57,0,0.000000
2097,14913,unmatched:unpublished(404 likely),119,0,0.000000
2098,14914,unmatched:unpublished(404 likely),91,0,0.000000
2099,14917,unmatched:unpublished(404 likely),51,0,0.000000
2100,14923,unmatched:unpublished(404 likely),57,0,0.000000
2101,14925,unmatched:unpublished(404 likely),78,0,0.000000
2102,14934,unmatched:unpublished(404 likely),75,0,0.000000
2103,14937,unmatched:unpublished(404 likely),76,0,0.000000
2104,14939,unmatched:unpublished(404 likely),55,0,0.000000
2105,14940,unmatched:unpublished(404 likely),244,0,0.000000
2106,14948,unmatched:unpublished(404 likely),150,0,0.000000
2107,14953,unmatched:unpublished(404 likely),111,0,0.000000
2108,14955,unmatched:unpublished(404 likely),68,0,0.000000
2109,14956,unmatched:unpublished(404 likely),374,0,0.000000
2110,14962,unmatched:unpublished(404 likely),653,0,0.000000
2111,14969,unmatched:unpublished(404 likely),84,0,0.000000
2112,14977,unmatched:unpublished(404 likely),111,0,0.000000
2113,14991,unmatched:unpublished(404 likely),136,0,0.000000
2114,14996,unmatched:unpublished(404 likely),125,0,0.000000
2115,14997,unmatched:unpublished(404 likely),65,0,0.000000
2116,15001,unmatched:unpublished(404 likely),50,0,0.000000
2117,15006,unmatched:unpublished(404 likely),204,0,0.000000
2118,15007,unmatched:unpublished(404 likely),111,0,0.000000
2119,15009,unmatched:unpublished(404 likely),107,0,0.000000
2120,15017,unmatched:unpublished(404 likely),231,0,0.000000
2121,15019,unmatched:unpublished(404 likely),60,0,0.000000
2122,15023,unmatched:unpublished(404 likely),324,0,0.000000
2123,15032,unmatched:unpublished(404 likely),68,0,0.000000
2124,15048,unmatched:unpublished(404 likely),196,0,0.000000
2125,15066,unmatched:unpublished(404 likely),100,0,0.000000
2126,15070,unmatched:unpublished(404 likely),107,0,0.000000
